1,2563
1,5171
1,2246
1,830
1,2883
1,4038
1,1461
1,3210
1,3184
1,2600
1,4527
1,3973
2,334
2,3220
2,1777
2,2795
2,2691
2,1778
2,3389
2,1480
2,1780
2,690
2,5436
2,4747
2,1291
2,1702
2,5002
2,1679
2,4407
2,4491
2,3972
2,2200
2,4349
2,2639
2,2886
2,1451
2,3402
2,2890
2,2025
2,528
2,2544
2,4176
2,1334
2,2203
2,4512
2,1625
2,5450
2,1071
2,186
2,27
2,2385
2,2300
2,3257
2,3767
2,274
2,3596
2,2910
2,1543
2,2905
2,3160
2,5109
2,5031
2,1639
2,631
2,3841
2,1311
2,2311
2,3507
2,3698
2,1362
2,2477
2,4870
2,553
2,1817
2,2232
2,1367
2,2142
2,2405
2,4783
2,365
2,3872
2,5047
2,4920
2,2752
2,4278
2,1374
2,1984
2,737
2,2844
2,4282
2,4354
2,4283
2,3094
2,209
2,3714
2,1275
2,306
2,1100
2,375
2,1006
2,1912
2,3718
2,2058
2,380
2,2677
2,5056
2,2757
2,5375
2,3726
2,1486
2,394
2,4803
2,3728
2,4049
2,1396
2,853
2,2168
2,1583
2,2256
2,1397
2,5502
2,2777
2,4375
2,2689
2,4208
2,3462
2,2510
2,2344
2,4056
2,4750
2,1497
2,3979
2,3822
2,4385
2,2739
2,4545
2,862
2,5475
2,2295
2,1684
2,5492
2,2522
2,4227
2,1435
2,4826
2,2709
2,946
2,4156
2,2274
2,3268
2,1418
3,5347
3,1510
3,3479
3,3533
3,3659
3,4992
3,2532
3,4397
3,5354
3,4234
3,4560
3,1866
3,3247
3,3570
3,338
3,2628
3,1143
3,4651
3,2770
3,2454
3,4568
3,3484
3,5441
3,3582
3,438
3,130
3,696
3,4572
3,4171
3,3677
3,2804
3,2462
3,1152
3,969
3,1621
3,2729
3,4213
3,801
3,4762
3,1335
3,4178
3,1369
3,1534
3,3929
3,2897
3,25
3,3934
3,3766
3,4770
3,5457
3,3502
3,4591
3,5286
3,1344
3,3301
3,1891
3,1808
3,3939
3,3326
3,5114
3,3337
3,4867
3,1087
3,4426
3,2996
3,2225
3,2136
3,905
3,826
3,1997
3,2832
3,3514
3,36
3,558
3,3430
3,5218
3,3297
3,3709
3,1273
3,3007
3,5309
3,837
3,4519
3,1686
3,570
3,4443
3,4933
3,3120
3,378
3,4126
3,3102
3,1482
3,4798
3,3327
3,3452
3,1578
3,3362
3,4969
3,3631
3,4869
3,2154
3,2685
3,2776
3,4630
3,3819
3,4218
3,2859
3,3032
3,4055
3,4220
3,4466
3,1305
3,5247
3,3123
3,1032
3,5342
3,2787
3,3903
3,5257
3,4333
3,332
3,3831
3,423
3,1327
3,3905
4,4150
4,5386
4,4948
4,3747
4,5239
4,831
4,4301
4,4268
4,5460
4,3963
4,5289
4,4233
5,5196
5,2402
5,2942
5,3395
5,1466
5,646
5,400
5,3821
5,893
5,5357
5,5207
5,4420
5,4203
5,4184
5,4256
5,1593
5,2348
5,4903
5,981
5,3985
5,4474
5,5140
5,3453
6,1168
6,5059
6,200
6,3461
6,2299
6,3541
6,2745
6,3290
6,4584
6,3830
6,5112
6,5360
6,1947
6,3059
6,3186
6,1793
6,1822
7,3705
7,5413
7,1882
7,3276
7,4583
7,1299
7,2258
7,1540
7,997
7,2859
7,4399
7,3459
7,1475
7,1192
7,4100
7,3034
7,1889
7,3141
7,2599
7,1000
7,252
7,1169
7,3835
7,3332
7,354
7,2932
7,1989
7,1481
7,1928
7,578
7,3892
7,3214
7,986
7,4548
7,3080
7,1750
7,3783
7,2922
7,2293
7,1155
7,1487
7,4105
7,753
7,3063
7,4877
7,5123
8,1146
8,4709
8,1212
8,1668
8,1084
8,2283
8,4275
8,3564
8,1158
8,1733
8,3211
8,1080
8,4677
8,444
8,5296
9,4070
9,4770
9,848
9,1594
9,3495
9,3337
9,3010
9,465
9,3560
9,3094
9,2506
9,2958
9,3432
9,2729
9,3274
9,5077
9,74
9,3905
9,1045
9,4754
10,833
10,4434
10,2186
10,4600
10,709
10,5220
10,3345
10,4498
10,1940
10,4292
10,588
10,1964
10,3323
10,3263
10,2214
10,1804
10,933
10,1909
10,123
10,1259
10,4098
10,1103
10,125
10,3754
10,2758
10,2486
10,1785
10,1851
10,1546
10,519
10,84
10,2710
10,4942
10,841
10,2634
10,4352
10,2673
10,1788
10,780
10,2701
10,288
10,4511
10,372
10,3147
10,2201
10,868
10,4289
10,5085
10,4045
10,945
10,279
10,4606
10,4649
10,4230
10,4010
10,681
10,1647
10,168
11,4579
11,2962
11,1271
11,2208
11,91
11,1491
11,2978
11,1290
11,3157
11,5348
11,4312
11,4482
11,1101
11,3480
11,4496
11,3413
11,1520
11,3371
11,1047
11,2429
11,4540
11,5030
11,2471
11,3075
11,68
11,4020
11,3823
11,105
11,1326
11,1500
11,459
11,4423
11,3042
11,2115
11,5271
11,4548
11,4605
11,2828
11,2705
11,2829
11,2830
11,1754
11,3884
11,389
11,3907
11,4270
11,3703
11,4530
11,5258
12,417
12,1258
12,4798
12,4979
12,1621
12,1616
13,3769
13,3492
13,1792
13,1166
13,3747
14,1626
14,3494
14,2047
14,2549
14,3838
14,450
14,1716
14,4461
14,3263
14,728
14,1211
14,933
14,4352
14,1872
14,2906
14,1165
14,3203
14,1172
14,1546
14,482
14,3754
14,1242
14,2438
14,2372
14,5010
14,582
14,1788
14,3192
14,279
14,2831
14,2940
14,1463
14,4292
15,3494
15,3637
15,3799
15,3026
15,5219
15,3343
16,5093
16,1237
16,3543
16,765
16,668
16,4485
16,121
16,4470
16,4315
16,3371
16,4380
16,5436
16,2628
16,3439
16,1524
16,4207
16,717
16,4462
16,3651
16,1990
16,577
16,2271
16,4505
16,3783
16,552
16,5375
16,1112
16,2807
16,361
16,4178
17,210
17,2716
17,5247
17,3255
17,21
17,4482
17,1564
17,3177
17,3051
17,2875
17,4178
18,5347
18,2596
18,2207
18,643
18,3225
18,1584
18,4584
18,464
18,1370
18,4630
18,2983
18,3910
18,2571
18,5105
18,3819
18,2778
18,368
18,1942
18,1101
18,321
18,3662
18,5427
18,2305
18,100
18,174
18,790
18,592
18,3803
18,2240
18,407
