1,154
1,62
1,91
1,159
1,119
1,42
1,17
1,3
1,158
1,157
1,87
1,96
1,20
1,85
1,123
1,54
1,145
1,30
1,136
1,125
1,137
2,91
2,56
2,39
2,160
2,20
2,134
2,70
3,154
3,62
3,91
3,76
3,85
3,87
3,145
3,42
3,158
4,24
4,52
4,138
4,143
4,112
4,98
4,106
4,60
4,80
4,15
5,160
6,122
7,117
7,138
7,142
7,110
7,143
7,145
7,82
8,105
9,72
10,154
10,22
10,37
10,146
10,119
10,46
10,145
10,157
10,97
10,147
10,115
10,99
10,49
10,33
10,123
10,43
10,159
10,100
10,30
10,137
11,110
11,13
11,59
12,154
12,73
12,46
12,141
13,24
13,32
13,48
13,117
13,110
13,143
13,65
13,145
13,41
13,98
13,59
13,60
13,82
14,72
14,74
14,119
14,56
14,95
14,145
14,40
14,96
14,49
14,47
14,163
14,36
14,125
15,24
15,52
15,138
15,106
15,60
15,80
15,108
15,82
16,72
16,54
16,119
16,110
16,145
16,146
16,20
16,18
16,68
16,35
16,137
17,134
17,42
17,20
17,70
17,159
18,37
18,54
18,119
18,145
18,98
18,49
18,68
19,72
19,25
19,138
19,161
19,122
19,160
19,129
19,143
19,45
19,46
19,104
19,55
19,157
19,49
19,33
19,58
19,35
19,135
19,100
19,136
19,137
20,72
20,62
20,26
20,54
20,129
20,56
20,157
20,88
20,159
20,160
20,85
20,33
20,134
20,91
20,70
20,42
20,136
20,137
21,54
21,27
21,119
21,76
21,130
21,144
24,52
24,48
24,143
24,112
24,106
24,59
24,60
24,80
24,82
25,58
25,72
26,129
26,56
26,134
26,42
27,156
28,143
29,142
29,64
29,103
29,131
30,119
30,147
30,37
31,48
31,142
31,143
31,66
31,145
31,103
31,156
31,67
32,117
32,48
32,142
32,110
32,64
32,145
32,41
32,98
32,71
32,82
33,72
33,161
33,55
33,129
33,45
33,116
33,104
33,160
33,49
33,58
33,100
33,136
33,157
34,47
34,77
34,36
34,95
35,54
35,119
35,130
35,144
35,145
35,150
35,134
35,91
35,125
35,137
36,47
36,62
36,95
37,54
37,119
37,145
37,146
37,96
37,49
37,68
37,115
37,137
38,143
38,144
38,135
38,145
39,134
39,56
39,160
39,104
40,95
40,96
40,91
40,163
40,47
41,117
41,48
41,110
41,145
41,98
41,82
42,154
42,76
42,145
42,159
42,161
42,134
43,49
43,119
43,145
43,99
43,122
43,136
44,73
45,122
45,129
45,46
45,49
45,104
45,161
45,58
45,100
45,136
46,84
46,158
46,104
46,49
46,100
46,136
47,77
47,95
48,109
48,117
48,82
48,141
48,142
48,110
48,143
48,103
48,131
48,156
48,98
48,145
48,67
48,60
48,89
48,108
48,71
48,133
48,137
49,119
49,84
49,122
49,123
49,53
49,129
49,56
49,88
49,96
49,58
49,100
49,136
49,137
49,143
49,66
49,146
49,67
49,68
49,104
49,72
49,73
49,157
49,160
50,145
51,119
51,110
51,54
51,61
52,89
52,142
52,143
52,66
52,145
52,105
52,98
52,106
52,60
52,80
52,82
53,84
53,100
53,136
53,137
54,72
54,91
54,119
54,130
54,157
54,145
54,146
54,96
54,98
54,99
54,68
54,123
54,150
54,136
54,125
55,72
55,161
55,129
55,145
55,104
55,160
55,122
55,58
55,164
56,101
56,72
56,129
56,104
56,86
56,160
56,134
56,164
57,110
58,72
58,73
58,129
58,104
58,160
58,136
60,72
60,156
60,110
60,143
60,94
60,112
60,98
60,106
60,80
60,108
60,130
60,82
61,111
61,81
61,68
62,87
62,85
62,165
63,73
63,111
63,158
63,121
63,23
63,162
63,151
63,81
63,126
64,109
64,142
64,110
64,103
64,131
64,156
64,78
64,80
64,71
65,143
65,98
66,141
66,142
66,110
66,143
66,103
66,145
66,160
66,67
67,117
67,141
67,142
67,143
67,157
67,145
67,103
67,71
67,137
68,91
68,119
68,145
68,146
68,98
68,123
68,150
68,107
68,125
68,137
69,154
70,129
71,117
71,141
71,156
71,110
71,143
71,131
71,105
71,98
71,89
71,133
71,82
72,101
72,91
72,146
72,129
72,130
72,84
72,88
72,104
72,160
72,96
72,99
72,134
72,73
72,145
72,136
72,125
72,137
73,101
73,83
73,111
73,119
73,157
73,146
73,23
73,162
73,104
73,108
73,136
73,153
74,95
75,145
76,165
78,156
78,110
78,103
79,139
80,142
80,110
80,143
80,145
80,105
80,98
80,156
80,131
80,106
80,89
80,82
82,117
82,141
82,142
82,110
82,145
82,105
82,98
82,106
82,133
84,157
84,136
85,123
85,87
88,157
88,145
89,142
89,105
89,143
89,98
89,145
90,145
91,150
91,96
91,98
91,125
91,145
92,119
93,146
94,109
94,130
94,108
96,119
96,123
96,125
96,145
96,146
97,123
97,147
97,145
98,117
98,156
98,110
98,143
98,145
98,106
98,149
98,150
99,119
99,135
99,157
99,145
99,136
100,128
100,129
100,157
100,104
100,119
100,136
100,137
101,134
101,105
101,145
102,143
103,142
103,135
103,157
103,143
104,161
104,129
104,143
104,145
104,160
104,122
104,164
105,134
105,133
105,145
106,112
106,145
107,119
107,120
107,145
108,130
109,131
110,117
110,141
110,156
110,143
110,145
110,153
111,151
111,126
111,158
111,162
113,134
113,164
113,159
114,143
115,119
115,148
115,145
116,161
117,142
117,143
117,145
118,154
118,119
119,127
119,130
119,145
119,146
119,132
119,147
119,122
119,123
119,150
119,124
119,136
119,125
119,137
121,162
122,129
122,160
122,136
122,161
122,150
123,154
123,147
123,125
123,145
123,146
125,145
126,151
126,23
126,162
129,160
